username,comment,
@munirdamaiana5184,Ternyata Masi ada anggota DPR yg baik..yg sungguh sungguh buat rakyat
@vieraa1429-fc3ue,"sehat sllu bang AN... sehat sllu jg pak Akbar... narasumber klo Adian, Ahok sdh pasti mnarik dn wajib disimak... Gbu, all!"
@gayamchanalvideos9234,"Menurut saya,sudah tidak banyak lagi,orang2 sehebat mas Adian,,,yang pinter banyak,tapi yang bener,,,nggak banyak,,,,terus terang saya sakit hati sama DPR,,,yang di wakili sedang kejepit ekonominya,wakilnya  malah joget2,,,,karena mereka banyak uang,,,,,hidup Iwan fals,,,,,,,sory bung Adian,,,,,sekarang saya nggak percaya,,,,,"
@IRNAIRNA-v1h,SLL NYIMAK BANG AKBAR..BANG ADIAN MKSIH SLL MENYUARAKAN MASALAH TENTANG NKRI BRAVO2 LANJUTKAN PERJUANGANMU..SLM PANCASILA DR TKI DIYUNANI MERDEKAAAA..
@djonituwaidan971,Enak dengar penjelasan Bang Andian
@maria-7316,Hebat bang Adian. Angkat topi utk anda. Aktivitas bisnis anda lebih mulia dr pd mencuri uang rakyat.
@Mamiosa-u2n,"Semoga banyak bang Adian ,Adian yang lain di DPR"
@yohanessubyarto,"Turunkan gaji dan tunjangan DPR hingga 30 juta Perbulan. Tidak perlu ada uang reses, uang sidang dll"
@Fikirantajam,Bung Adian berbicara dari hati yang paling dalam.
@nyomansuwirtanaya2387,adian terus berjuang demi RI  ini
@dhanuprabhowo1633,Terima kasih sudah mencerahkan
@Afflan62427,Sehat slalu utk bang Adian . Trus berjuang untuk rakyat
@DanyElek-me7qu,"Idola gua,Adian Napitupulu..."
@posmaimahutabarat3852,Baik bangat iya bp. Adian. Mengenai tsnah. Salut  Semoga. sehat selalu  bp..dan keluarga.
@OdoyRudaya,"bang Adian semoga sehat selalu,"
@Scelebes1937,"Satu hal yg kita rakyat lupakan slama ini..  adalah  menata hati. Misalnya dlm memilih para penguasa atau wakil rakyat.   Jika saat pemilu.. kita memperturutkn napsu lawamah kita,   atau Jika ukuran pilihan kita adalah hadiah2 memukau hingga arus serangan fajar bgitu deras mempercundangi kita rakyat.. hingga lupa dan tdk mau tahu lagi dgn keselamatan bersama...   maka jangan sesali segala carut marut yg melanda negri ini
Tatalah hati kita smua wahai seluruh rakyat Nusantara.. maka Mudah2an Tuhan merahmati kita semua dn menghadirkan pemimpin  adil yg memimpin dgn cinta"
@hnaeksilalahi6078,Materi. Yg sangat berkwalitas dan  menjadi indpirasi bagi banyknorang.
@ulebace8855,Andian dewan yg realistis dan mewakili rakyat...best andian
@devidlintang9755,"Sah kan undang2 perampasan aset koruptor!!!!
Hukum mati KORUPTOR.
SAYA YAKIN RAKYAT AKAN HIDUP DAMAI"
@FaraLudiar-e3v,Adian hebat akusalut beliau bijaksana klu semua anggota DPR seperti Adian hebatlah indonesia
@ArisS-k4n,"Bang adian logika nya keren mencerdaskan rakyat, mudah di fahami rakyat biasa"
@GirsangEdi,"Masyarakat sudah sangat merasa skit dan kecewa akibat ulah DPR 
Mereka sudah lupa kalau mereka adalah wakil rakyat Mereka berkerja untuk rakyat tapi melanggar sumpah nya"
@RamsalJalil,Jelas lugas padat narasi nya cepat di pahami slamat bang adian sekjen bidang komunikasi
@-silent-6480,"Seandainya ada lebih banyak wakil kita di DPR seperti bang adian, mgkn negara kita akan jauh lebih baik. Kenyataannya.. DPR lebih banyak diisi orang² yg tidak layak.."
@wisnubayu78,semoga selalu sehat buat 2 orang hebat ini..
@AmiSembiring-n1b,Intinya klo lah wakil rakyat bekrja dgan baik tidak korupsi dn mngrti keluhan rakyat mudah2an rakyat pn gk akn mgkin brsikap anarkis.
@daslamdarusalam753,Sadar  maling  kako sudah di hakimi rakyat
@Pion-44,Terima kasih bang faisal.
@KcongKraton,"Kesel rakyat bang adian, maaf yah sebelumnya tp apa nggak malu Mbak Puan sebagai garis darah Ir Soekarno yang notabene membenci kaum penjajah lewat imprealismenya lalu DPR berdiri tegak depan rakyatnya dan belagak spt penjajah sambil bicara rakyat tolol, hanya karena mereka menuntut haknya sebagai rakyat. DPR memang mewakili rakyat tp kenapa yang diwakili justru yang lebih menderita, dr negara yang abai dgn hak rakyatnya, sampai aturan yang hanya mendesak mencekik rakyat saja. Ir Soekarno dgn INDONESIA MENGGUGAT saat menghadapi penjajah, KAMI RAKYAT SAAT INI MENGGUGAT !!!! Bung Karno bahkan diperlakukan dan disediakan mimbar saat menggugat penjajah, saat rakyat menggugat pemerintahnya justru disuguhi GAS AIR MATA... kemana hati kalian di DPR bang."
@bebas1152,seneng banget dengerin bang adian
@ikhwanhakim1409,"Bintang tamu yg ditunggu2 nih, manntab bang AFU"
@t_hidayat8256,Selalu angkat topi dan hormat dengan statmen dan sikap bang adrian... dari mana pun partainya dia salah satu politisi yg masih kuat dengan idealismenya...
@putusiriasumbawa8655,Sehat selalu bang adian yg selalu menyuarakan kepentingan rakyat
@umamfajri383,Yang dibutuhkan di DPR adalah sistem yg bisa melihat KPI dari masing masing anggotanya. Langsung bisa dinilai oleh rakyat.
@sammymanurung,Angkat 2 jempol utk kelugasan dan kejujuran bg Adian Napitupulu.. sehat² untukmu bang Adian Napitupulu
@ubaidillah5892,"Adian emang gokil, adian mantap"
@Alfath-ln2cf,Ada benarnya juga apa yang dikatakan dedi sitorus bahwa jangan2 semua ini propaganda partai psi untuk mengalihkan isu kontroversi nya geng solo
@NurFizzi-x4y,Sehat slalu bang Adian bahasanya mudah di mengerti bagi rakyat kecil
@posmaimahutabarat3852,Sy suka bp Adian Napitupulu . Selalu bela rakyat  dan ojol..sehat selalu bp Nspitupulu ..dan keluarga.. TYM.
@mochidris7876,Rakyat kita belum bisa menganalisa mana politikus baik dan buruk karena menilai kebaikan politikus dengan uang.
@08_Archie,"Saya sepakat daeng, bang ardian termasuk orang yang masih bisa di percaya, salut !!! terlepas dari partainya!"
@jhonwesly5251,Kalau melihat Bpk Adian sebagai anggota DPR top markotop
@andriiskandar6945,"Masyarakat juga kadang munafik, ingin anggota DPR Gaji kecil, ingin DPR tidak korupsi. Tetapi saat pemilu ngak mau milih kalau ngak dikasih duit, masyarakat tau biaya politik MAHALL tapi tidak ingin DPR naik gaji, mau dari korupsi?? Hey sadar, sadar.. Suara kalian sudah dibeli!"
@RahimanJaya,Adian pernah bilang keadilan Pati cari jalan ya sendiri PDI  tetap ada Jokowi habis  tutup buku
@javacuisine7304,"Kesini krn ada bang Adian , suka bangett narasinya."
@OttinFris-r6s,"AKU GAK PERMASALAHKAN GOOD POLITICIAN SEPERTI Adrian,TAPI BERMASALAH DENGAN BAD ATITUDE POLITICIAN YANG BANYAK DUDUK DISANA"
@JudilAmeli-u3c,Sehat selalu bang Adian dan teruslah perjuangkan hak hak rakyat!kami butuh orang orang seperti Abang yg jujur dan blak blakan.dan bang Akbar juga sehat selalu dan teruslah undang orang orang yg berpotensi membela rakyat
@petanipemula6067,"Sayangnya disenayan hanya satu ada Adian,seandainya 50% ada Adian disenayan niscaya rakyat yg diuntungkan."
@RenoInon-m9f,Semoga bang Adian bisa pimpinan bangsa ini.. dan tidak salah arah
@harikencoer4933,Adian memang ..makasih bang udah menghadirkannya..
@LIANAJULIANDINI,Ini baru DPR yg bisa kerja dan mau mengerjakan tidak molor melulu pak
@jsupriatna3043,Jangan sampai aroma kue yg pernah bang adian bilang semakin menggoda untuk di cicipi oleh orang orang yg jadi pemimpin takut tidak kaya raya
@myyoutube-1503,Sesama anggota DPR harus berani saling kontrol tabuat ini.... Kalau tidak saling mengingatkan bahkan menegor.... Inilah kondisi sekarang...
@budinugroho2155,"Sehat selalu bang adian, dan bang akbar beserta team,"
@MuhclasAdiputra-us5wz,Selagi pilihan mudah di tukar dengan uang ataupun bansos negara yang kita cintai ini saya rasa akan tetap banyak masalah
@thiagoleon8616,Sehat sellu bang faizal dan bang adian..
@nr-ddgtb,"Tolong di Investigasi di Kemenperin, terkait Penerbitan sertifikat Tingkat Komponen Dalam Negeri (TKDN) di sektor industri dalam negeri. Mulai dari sektor industri penunjang ketenagalistrikan, migas, bangunan dan konstruksi, peralatan telekomunikasi, bahan dan peralatan kesehatan, pertanian. Saya dapat informasi bayarnya sangat mahal, pedahal itu tidak dipungut biaya, ada kongkalikong pengambil kebijakan bersama dengan 4 Perusahaan pelaksana."
@wempisihombing5128,Beras Pajak pendapatan pun di bebankan ke Negara Namun MK di loloskan Anak penguasa masuk ke peringkat 1- Wapres Rekam jejak masih jauh dari Warna korupsi Narkoba Meraja Lela Dimana Abdi Negara / Negarawan
@Rustandar-t5w,"DPR adalah lembaga wakil rakyat yg harus paham akan kondisi rakyatnya 
Dan fungsi pengawasan apapun termasuk keuangan negara tapi kok korupsi merajalela terus bijimana jgn2 yg ngawasin terlibat juga"
@Oman12c,"Pengawasan walaupun perlu,tp tdk ada pengawasan pun perlu,masalahnya wakil²rakyat masih jauh yg diharapkan rakyat maka pengawasan perlu,tp kalau wakil²rakyat jujur,bijak dan amanah maka pengawasan ditiadakan pun aman"
@Anji.k-r6j,Masalah ojol sampai saat ini juga tidak ada solusinya...potongan masih diatas 30%
@sunjayado6996,Bung Adian Napitupulu..saluttt...Berattt sehat selalu Bung Adian Napitupulu
@eukonabhan8813,Secara personality gue sangat mengaggumi bang Adian.
@zikosamuel2914,"Gilakk, kalo seluruh DPR RI mentalitas dan karakternya kayak ini orangg, yakin seyakinnya gw, rakyatt pastiii sejahtera, tercerahkan, dan solusi pasti akan selalu ada untuk rakyat yg susahhh dan miskinnnn."
@RyamizarH,toppp obrolannya love loveeeeeeee
@-allblack,Contoh anggota DPR yg di dambakan rakyat...
@Bejosaja_5758,"DPR kerjanya cuma buat UU, kebanyakan undang undang, boros anggaran. Saya kira negara ini akan tetap berjalan tanpa DPR,"
@arifprabowo4002,"Idealisme seorang anggota DPR yg bner"" mengatas namakan rakyat akan pupus klo keputusan berdasarkan partainya..."
@KemanaSaja1,Iya ni DPR kita merdeka udah lama tapi kita rakyat masih belum merasakan kemerdekaan tersebut sampai saat ini jala kec kami aja masih tanah kuning bapak
@visualinproject4313,REVOLUSI DPR RI
@izmimat5479,"Pajak di naikkan dg begitu tnggi 
Rakyat di cekik
sedangkan 
anggota DPR gaji dan tunjangan di naikkan yg begitu wow...
eh malah berjoget di gedung 
rakyat mn yg gk akan marah"
@bungbess,"Nah ini enak nih.. sok buka2an aja wahai anggota2 DPR.. biar kami juga paham situasi dan kerja2 kalian.. yg selama ini kami liat yg jelak2nya doang.. counter kekecewaan masyarakat dengan portofolio kerja nyata dan solusi2 kalian buat masalah masyarakat.. terutama yang paling urgent.. soal PSN dan TANAH2 ADAT di daerah yg tiba2 dikuasi negara untuk proyek2 ambisius pemerintah dan oligarki2.. solusi PHK yg tinggi, pembiayaan keuangan negara yg cuma ngandalin PAJAK RAKYAT.."
@muhammadolii8876,"Masalahnya Rakyat sudah kehilangan kepercayaan atas kerja2 DPR.
Jadi buat apa lagi ???"
@Shofian-z2h4g,"Harus ada ruang tamu khusus biar semua wakil rakyat bisa menerima tamu , ruamg tamunya menyenduru atau di pisahkan daru runah dinasnya du satu tempat ."
@rodliyahrodliyah6578,"Kelemahan bung Adian, tidak ketua DPR, tidak ketua komisi, hanya anggota yg bersuara keras dan berani"
@deddysanjaya8172,"Rakyat melihat para pejabat hidup mewah, berjoget, diatas penderitaan masyarakat, dimana masyarakat menanggung kenaikan pajak, harga harga sementara pengoplosan gas, korupsi terjadi dimana mana"
@gembrotgalauchanel2209,tak tunggu2 bang adian
@teguhchord5683,"gaji Dpr singapur 3 kali umr, gaji dpr malaysia 8 kali umr, gaji dpr indonesia 33 kali umr,
Kutu kupret sandal jepit,"
@wahyuakbar-s7h,hasil dr perjuangan ojol gimana bang adian
@surani2852,Mantap bang Adrian paparan nya cerdas
@daniprotect2107,"Betul sekali,, pengawasan adalah hal yg paling fital 
 Di kampung saya dari lahir sampai umur 27 jalan masih kayak gempa bumi  apbn kecamatan 1,6m"
@oktriwansyahdirosya3635,Obrolan kereeeen nih
@noel3632,"komisaris sama Wamen  di hapus aj, biar hemat beras"
@paksubardi3684,"masyarakat pemilih harus cerdas pilih partai dan para DPR nya yg berpihak kepada rakyat 
jangan hanya joget joget karena kemewahan yg mereka dapat
lihat lah UU yg di hasilkan 
berpihak pada rakyat apa merugikan rskyat"
@Suarahati-81,Rakyat minta di kasih ga???? Klo dikasih rakyat ga mungkin ngamuk
@WayanYayuk,ini lah yg negara besar ini katanya sudah merdeka saya rakyat kecil tidak melihat merdeka indonesia ini malah dijajah bangsa sendiri
@YonsumetroHerowaluyo,"teruuuus yg dipertanyakan masyarakat pengesahan UU perampasan aset koruptor, hukuman berat koruptor mn bung.....dan uang2 yg berhasil ditarik dr koruptor terawasi ga uang2 itu kembali utuh ke kas negara"
@opposmartphone3698,Diskusi berkualitas....
@kusnoto,bung adian.....
@RianaSariRitonga3193,"Salam merdeka, pondok ungu permai KALIABANG TENGAH Bekasi Utara Jawa Barat Indonesia 🇮🇩"
@bejo99,"Bung Adian, isu ojol sampai mana? Mohon update nya"
@zaifulkanci536,"Sekarang ini semua partai berada dlm koalisi pemerintah tdk ada yg oposisi,sehingga fungsi pengawasan lemah,atau lebih ekstrim pengawasan tidak jalan,karena semua anggota DPR-RI patuh KPD ketua partainya,yg berada dlm koalisi pemerintah"
@Rusli-k9m,Saya paling seneng kalo ngedenger penuturan stetmen pa Adian keren pa Adian walaupun saya bukan pencoblos PDIP tapi saya seneng kalo mendengar bajasan pa Adian sehat slalu sehat selalu ...
@ByEffendi,Dand Adian memang keren dan cocok sebagai Wakil Rakyat.
@SuhandaBaria,"Kalau partai masih ada,korupsi tidak akan pernah d berantas.Masuk DPR...ada dukungan dr partai,ada maharnya.Jd jgn berharap Indonesia  maju. DPR bikin UU seenaknya saja.Yg tdk berpiah k rakyat.2029 setuju golput."
@thormn2929,"Untuk para warga netizen dan warga Konoha, here's the next requirements for Public Servant (as politician) :
- Liat rekam jejak ; 
- Lakukan audiensi terukur
  saat mereka kampanye ;
- Jangan juga kita sebagai 
   rakyat mudah tergiur dgn 
   money politics ;
-  Buat janji politik diatas 
   kertas/akta notaris 
   berikut dgn sanksinya..

Tapi itu semua kembali ke kita juga sebagai warga, yg terkadang amarah kita itu hanya fase aja (politikus tau n paham hal ini).... setelah nya kita sibuk/ter alihkan dgn harga telur/beras/minyak yg secara tiba² naik...

Kita yg salah, karena memilih wakil yg salah (?) atau kita emang udah tidak peduli dgn rekam jejak wakil kita (?) krn kita sendiri males utk melakukan itu ....?!

Sampe ketemu di permasalahan berikutnya ya...tetap semangat dalam menjalani pahitnya kenyataan hidup !!"
@RamaGaming-04H,"Udah jelas pmrinthn si wowo melalui Sri Mulyono memnjakn DPR,ibarat sogok biar g komplen n nurut SM pemerintah...lht DPR gak bersuara saat n2 pajak pajak n pajak untuk rakyat setiap golongan naik tp ap tindak dewan perwakilann RAKYAT APAA,Bansat semua pejabat2 elite yg di atas semua"
@endawys5097,PAJAK ITU DARI RAKYAT OLEH RAKYAT DAN UNTUK RAKYAT...BUKAN UNTUK PEJABAT...
@SintaNays6430,"Pembahasan UU perampasan aset dan hukuman mati koruptor bukan di DPR, cukup 5 orang saja yakni Megawati, SBY, Jokowi, Prabowo dan Surya Paloh. Mana diantara ke 5 orang itu yang menolak maka dialah sumber masalah bangsa....."
@000randyb1k,Kebutuhan Pangan Surplus Tapi Kenapa Harga Beras Naik Bos Pasha ️
@gabehutagalung3165,"Tolonglah bung adian, mungkin ini salah satu alasan baik Bapak masih ada di gedung kura2 itu. Tolong pulangkan pengurus kuda yang baik kekandang kudanya, agar kuda2nya kembali terawat dan negara ini kembali menjadi sebuah negara, bukan jadi kandang kuda"
@DillahAchmad,Adrian salah satu Legislator yg masih harapan rakyat tuk mengubah DPR semakin baik
@SoKwanCen,"Akbar Faisal + Adian Napitupulu is the best, moga sehat panjang umur bro."
@NURDIANA22D,Inilah asli DPR yg lain Mkn gaji buta .sehat selalu Bang Adian
@sobatyeye7848,Mampir karena ada Bang Adian.
@KangHeriArtha,"Ya supaya tidak gaduh, berhentilah dan batalkan apa yang menjadi rakyat marah, jadi anggota parlemen itu bukan tempat mencari lowongan kerja buat hidup hedon seperti pemikiran rakyat kebanyakan. Situasi ekonomi republik ini sedang sakit parah, jadi tolonglah peka sedikit jangan membuat luka hati rakyat indonesia. Banyak tantangan yang harus diperbaiki di republik ini akibat ketololan pemimpin dimasa lalu sehingga ekonomi menjadi porak poranda"
@YonGalangF,Bang adian ini jadi Quantity Surveyor cocok ..mantap
@agusnoersaid,"NEGARA KITA INI BUTUH FIGUR SEPERTI BANG ADIAN, DAN JUGA SEPERTI BUNG AKBAR SANGAT COCOK SEBAGAI LEGISLATOR SENAYAN !!!!!!!"
@rodliyahrodliyah6578,"Suruh pemerintah gratiskan semua, karena rakyat sudah bayar pajak, hebat bung Adian saranmu"
@sandyputra6568,Sahkan undang undang perampasan aset titik!
@oktolakeofficial,5 Ringmu akan kami kenanggggggggggg.  bung Akbar kalau bisa buatkan buka biografi tentang Bung Adian..
@yuswanfaisal2679,Kita boleh berlumpur tapi tidak boleh berkubang
@meiliono2292,"Bang Ardian dan Bang Akbar  contoh sosok Anggota DPR yg dibutuhkan Rakyat

Namun Pemimpin Partai Juga mempunyau pengaruhi ...lbh mengutamakan kepentingan pribadinya, partainya dan koalisi nya ketimbangan mengutamakan kepentingan Rakyat yg di wakili nya"
@Anna_Chii,"1 Aturan yang harus selalu diingat : ""Jangan pernah mempercayai POLITISI"""
@SarbudiWuryantoro,"Bubarkan DPR,lengserkan Prabowo,Gibran presiden,Jokowi maharaja itu tujuan pendemo.termul dan partai tak lolos Senayan bergabung.waspadalah!!!"
@EkoSusanto-v7x,Adanya DPR penting. Banyaknya tunjangan yg diberikan dr Pajak rakyat gak pernah dipublikasikan digunakan utk apa nominalnya berapa.shingga kepercayaan rakyat sudah pudar.
@covid19korona71,"UU Perampasan Aset dan Pembuktian Harta Terbalik, mohon dibicarakan dan dijadikan UU, pak Adian..."
@Sandi-wp8tb,"WAKIL RAKYAT...
INGAT DPR ITU CUMA WAKIL..
TAU KAN WAKIL?
TRUS APAKAH SUDAH MERASA MEWAKILI RAKYAT..SEDANGKAN YG DI GEDUNG MENDAPAT PREVILAGE YG WAHH..SEDANGKAN RAKYATNYA MASIH BYK YG MERANA...1 LAGI RUU PERAVPASAN ASET YG DI AKAR RUMPUT SUDAH MENGGEMA..KNP DPR GAK KUNJUNG MENGESAHKAN..ADA APA..KNP?"
@vianty8157,God Bless You Bang Adian ️
@Kupu-kupuBiru-h4q,"Salah"" satu formula untuk mengobati kekecewaan ,kemarahan & rasa sakit hati rakyat yg adl BOS dr seluruh anggota parlemen adl.. 1.segera up, dan sahkan ruu perampasan aset bagi koruptor, & hukuman mati.
Kalian itu di bayar, di beri fasilitas & dituruti segala tuntutan kalian itu utk menjadi sambing lidah bagi seluruh rakyat. Untuk mencapai kesejahteraan, keamanan yg keberadilan dst. Bukan utk mencoba merajai rakyat sebagai tonggak utama negeri ini."
@some003,"Yess ,pilihan pas untuk, bang aidan"
@imamsulistiyo4414,"Bukan sekedar kuantitas UU. Tp kualitas UU. Itu sumber masalah.  Apalg UU yg saling tabrakan.
DPR. Merasa dipilih rakyat. Merasa dapat mandat.  Itu yg kadang jd tameng. Akibat politik uang.  Pikiran DPR tak jauh seputar uang.  Ya modal. Ya rugi.  Modal pun dimark up.   Kualitas personal DPR.  Yg hanya Krn popularitas.  Terkesan negara buat lawakan dan mainan aja.   Kesan DPR mewakili partai.  Bukan mewakili rakyat.  Ada DPR TDK mau mengesahkan UU. Krn ketua partai.    Kompleksitas keburukan"
@mardiacs-l2p,"Anggota DPR kebanyakan mewakili pengusaha tdk mewakili rakyatnya.
Makanya dlm pemilu byk rakyat kurang cerdas dlm pemilu, memilih yg memberi uang.
Karena dia berpikir setelah pemilu yg dipilihnya tdk mewakili pikiran rakyat."
@florianfrida402,Andai semua pribadi yang ada di DPR seperti pak adian dan pak faizal. Jujur dan mengikuti apa kata hatinya.. mungkin publik melihat DPR tidak seburuk sekarang..
@BejoSlamet-d4n1m,"Rakyat KLO SDH susah pasti bergerak...masak pejabat naik tunjangan,gaji,semua di tangung negara mewah..masih aj korup..rakyat dibawah...semua mahal,lapangan kerja gak ad...kenapa negara GK peka...KLO begini trs rusak nanti.."
@iyoypunya5264,nyimak
@agussubekti-u3y,sebaiknya setiap anggota DPR harus ada dewan pengawas kinerja dari DAPILnya ...yg anggotanya terdiri dari tokoh masyarakat di dapilnya masing2..sehingga masyarakat betul2 bisa mengontrolnya...
@AtayMuslim,Pejabat selalu mancing emosi rakyat
@Fahmi-z7n,Bubarkan saja kalau DPR belum sahkan UU perampasan aset dan hukum mati dan pihak publik TDK boleh rangkap jabatan karna masih banyak rakyat yg belum punya pekerjaan
@KomangSulasmi-o4c,"Jika rakyat meminta kepada pemerintah atas kepentingannya , malah dicap pengemis nantinya oleh anggota dewan yang terhormat bang rakyat risih juga mengingat masih punya  harga diri bang ."
@ketutsukrisna3962,"Kalau saja ada 10 anggota DPR yg kapasitas berpikirnya seperti bung Adian sungguh2 memikirkan rakyat, tdk sekedar pencitraan DPR akan dicintai rakyatnya tdk sebaliknya"
@YoyohKomalasari-p1n,"Sampe kapan oun. Rakyatvttap ingin bubarkan DPR.. Krna DPR tdk ornah bner"" Mewakili suara rakyat. Kamictdk merasa terwakili.. Kami sdh muaacckk.. Dgn DPR kami sdh tdk butuh DPR. Kalian  smua diusung rakyat jgn pada blagu hrs tau diri klo kalian bs duduk di DPR rakyat yg usung."
@RenoInon-m9f,Bang Adrian memang penyeimbang rakyat dan jembatan kelukesah rakyat.. sehat terus bang.
@ShafaShafa-io4gs,"Bener kata KDM .klo kerja sama DPR,banyak rapatnya minim hsil"
@susonosusno6963,"Memang Indonesia menganut azaz trias politika, legis latif yudikakif eksekutif DPR sebagai wakil rakyat yg di harapkan bisa mengawasi Eksekutif dan yudikatif tdk guna kalau tdk guna untuk apa di pertahankan menghabiskan anggaran saja"
@nadiatulmuyassiroh4804,"Iya DPR yang bener, kalo DPR yang g bener,,,dan pertanyaann lebih banyak yg bener pa yg tidak ???"
@mayamariana6288,Bang adian itu salah satu idola ku
@wahyusetiyoaji392,"bang Adin yang jawab apa adanya, enaknya ada juga bang Fery sebagai perwakilan rakyat"
@A272-m1i,"Bang Adian wakil rakyat sesungguhnya ,dia selalu menyuarakan nasib rakyat contoh memperjuangkan ojol yg tertindas aplikator"
@someonebhchild8776,"Andaikan disemua provinsi merata memiliki anggota DPR sekwalitas BG Adian. Pasti Banyak persoalan didaerah yg selesai.
Rata2 numpang nama doang di pusat. Daerah rakyatnya lapar gak punya penghasilan.
""Ngesali rakyat"""
@chikalfathurrahman4746,Ok bang Adian cukup fair
@A.DoT-o1w,Artis jadi DPR apa fungsi dan guna nya?
@elangBd07,"Kita memerlukan kader kader muda cerdas utk generasi mendatang seperti Adian Napitupulu , ibu Irma Chaniago , dan Akbar Faisal  !!"
@sunariari6522,"Kreeenn mas adian napitupulu,,sang IDOLAAAA"
@nkrihargamati4925,Bang Adian adalah contoh wakil rakyat yang benar benar memperjuangkan rakyat
@TrisTris-x7r,"kementrian kehutanan itu tolong di audit 
perhutani di wilyah malang selatan tolong juga di periksa 
perhutani banayak kebocoran tolong bung adian di usul kan di audit"
@falder8074,"Secara objektif, bung adian masih on the track, idealis nya jalan  ... Ttp renyah ketawanya, apalagi kalo bahas kementrian perumahan"
@andriyanwidisaputra6204,"Apakah kalian yakin, orang sepert uya kuya dapat berbicara seperti bung adian?"
@sunaryoh5942,DPR tidak pernah mewakiri rakyat haya memikirin perut nya sendiri....setuju bubarkan saja ga ada gunanya..rakyat makin terpuruk  korupsi penjabat semakin merajalela di segala lini.
@celemende4711,"dulu adian begitu ngotot nya membela rezim jokowi .. dimana waktu itu berdebat ahli dari ahli filsat bapak rocky gerung ..
sekarang adian dapat hidayah dan baru sadar rezim jokowi masih ada walaupun presiden nya sudah ganti ."
@SeanNHF,"@AkbarFaizalUncensored Dorong dong RUU perampasan, kalau gak berani berani anda termasuk melindungi dan mempagari pejabat"
@Gladiskey0824,"2019 CAPRESNYA YG KALAH BERGABUNG YG MENANG,JADI DEWAN PERWAKILAN PENGUASA, JADI PARLEMEN DI SETIR PENGUASA."
@luwehsitik94,Bubarkan DPR gnt parlemen baru yg lebih terbuka dan jelas arahnya..itu yg penting ..
@HermanJancuk,"Panjang umur bro Adrian
Berkah Dalem"
@Exrazor-q2z,KEBANYAKAN UNDANG UNDANG!!!
@DodiHendrawan-j1q,"Saat ini banyak masyarakat berada dalam tensi terendah terhadap rasa percaya pada DPR..... 
DPR dianggap sangat tdk mewakili rakyat... Hanya perwakilan dr kehendak Parpol dan kepentingan golongan elite...."
@fachrizal5555,"Bilangin ke dia bang.suruh sahkan UU perampasan aset,turunin gaji dan tunjangan serta lainya trus hapus pensiun angota dpr"
@rollybental4880,Podcas terbaik
@dianwahyu7896,"Pemilik itu. 
Punya sikap memperhatikan. 
Melindungi dan menjaga. 
Lalu siapa di antara kita sang pemilik itu..? 
Kamu dia atau siapa"
@marialena3840,"Anak sekolah aja ada ulangan/ tes mingguan, ada ujian tengah semester, ada ujian akhir semester. Untuk menunjukan bahwa siswa tsb udah melakukan kewajiban nya belajar. 
Nah kalo anggota dpr mah bahagia, udah masuk dapet gaji gede, ga ada ujiannya, cukup dgn nurut sama ketua partai nya. 
Emang sih konon duitnya juga numpang lewat doang. Banyak setoran nya ke ketua preman."
@Yusup-d7p,"Salam santun dan damai. 
Sesuatu yang wajar, perbuatannya adalah kewajiban yang sudah dibayar + tunjangan plus oleh negara. Realitanya tuntutan dengan metode DEMONTRASI 
saat ini terjadi tidak kepada personal, trus gejala apa ini   ? 
bila prosentase baik atau benar itu lebih besar maka hal seperti DEMONTRASI tidak akan terjadi. 
monggo saatnya introspeksi kepada keseluruhan anak bangsa"
@darmiwatisip1023,"Negri ini terlalu banyak ATURAN, PERATURAN n pada akhirnya ndak BERATURAN....
Orang2 FASIQ jd pemimpin suaranya lantang ke penjuru dunia ending nya rakyat yg tersiksa."
@herisqiawanekasaputra7194,"DPR : Dewan Perwakilan Rakyat. 
Kalau DPR nya wadidaw, berarti rakyatnya juga sama wadidaw nya  karna DPR adalah cerminan rakyatnya sendiri 
Rakyatnya senang dapat duit serangan fajar, jadi DPR nya kerja bukan karna pemilihnya, tapi karena duit yang sudah dia keluarkan waktu kampanye
Ada DPR yang baik/memperjuangkan rakyat? Pasti ada tapi sedikit, karna rakyatnya yg waras dan rasional juga masih sedikit"
@alek-l2x,Mantapp bang adian
@nurmuhammad4188,beginilah seharusnya politisi rakyat....
@fajarsumiratbinmuhrip3426,Pemerintahan Prabowo harus dibersihkan dari anasir-anasir pendukung Jokowi yg sangat merugikan nama baik Pemerintahan Presiden Prabowo
@DaiLo_888,"Hahahah, lucunya konoha, oposisi dan partai pendukung pemerintah kalo rapat kayak drama debat sok bela rakyat kecil, begitu cerita tunjangan DPR naik, gaji DPR naik, semua oposisi dan pendukung pemerintah jadi sepakat seiya sekata mentolol2kan rakyat yang gaji dia"
@EkoFolder,dari semua anggota Bang Adian terbaik lah
@KomangSulasmi-o4c,"Kenapa uu perampasan aset tidak disahkan yang menjadikan rakyat , berfikir apa susahnya, yang menjadikan rakyat tidak meyakini para pejabat negara itu diyakini tidak bersih dari korupsi/punya potensi menjadi pelaku korupsi."
@mixviper6938,Mohon maaf bang adian saya tidak memilih anda di pemilu yang lalu.. tapi saya berikan jempol untuk anda
@nadsukarto7491,Buat undang2 dana aspirasi bisa dialihkan  ke pendidikan  dan kesehatan
